wave,flux
5043.51025390625,6.496840008619355e-17
5044.76025390625,6.824757023881121e-17
5046.01025390625,6.923502213268746e-17
5047.26025390625,6.926647063464652e-17
5048.51025390625,6.771080070309522e-17
5049.76025390625,6.58777073967166e-17
5051.01025390625,6.544113587914444e-17
5052.26025390625,6.56254235728194e-17
5053.51025390625,6.72395521136028e-17
5054.76025390625,6.871209346119949e-17
5056.01025390625,6.916616058721774e-17
5057.26025390625,6.902637423259455e-17
5058.51025390625,6.913121047229301e-17
5059.76025390625,6.932343565033702e-17
5061.01025390625,6.94738528926198e-17
5062.26025390625,6.977774492961604e-17
5063.51025390625,6.90264437605695e-17
5064.76025390625,6.714707201701838e-17
5066.01025390625,6.560128973611971e-17
5067.26025390625,6.634207199841011e-17
5068.51025390625,6.684647954056902e-17
5069.76025390625,6.701687100666324e-17
5071.01025390625,6.780871339379287e-17
5072.26025390625,6.72686887080495e-17
5073.51025390625,6.645404639639504e-17
5074.76025390625,6.651558815932855e-17
5076.01025390625,6.645014488778463e-17
5077.26025390625,6.71243223422911e-17
5078.51025390625,6.677763078270889e-17
5079.76025390625,6.355579005543778e-17
5081.01025390625,6.220130869423471e-17
5082.26025390625,6.43155659001048e-17
5083.51025390625,6.536843665890577e-17
5084.76025390625,6.584094214090486e-17
5086.01025390625,6.749760628676995e-17
5087.26025390625,6.812803930515196e-17
5088.51025390625,6.77779088573921e-17
5089.76025390625,6.776950519840891e-17
5091.01025390625,6.745338380394912e-17
5092.26025390625,6.78991106284537e-17
5093.51025390625,6.86686527568538e-17
5094.76025390625,6.872787073274938e-17
5096.01025390625,6.823215945360137e-17
5097.26025390625,6.630993404109304e-17
5098.51025390625,6.395121582775581e-17
5099.76025390625,6.315436134524462e-17
5101.01025390625,6.510100753039848e-17
5102.26025390625,6.753480903439405e-17
5103.51025390625,6.809844071551067e-17
5104.76025390625,6.761538887210008e-17
5106.01025390625,6.715950005508051e-17
5107.26025390625,6.568503844098347e-17
5108.51025390625,6.490683181390529e-17
5109.76025390625,6.489764991946336e-17
5111.01025390625,6.529438252890981e-17
5112.26025390625,6.669792744334152e-17
5113.51025390625,6.810871651626215e-17
5114.76025390625,6.793308594122165e-17
5116.01025390625,6.765599942091034e-17
5117.26025390625,6.794357171407559e-17
5118.51025390625,6.863469361095894e-17
5119.76025390625,6.840486666051353e-17
5121.01025390625,6.76641869819455e-17
5122.26025390625,6.677978755299638e-17
5123.51025390625,6.57158915226634e-17
5124.76025390625,6.459240145055258e-17
5126.01025390625,6.420682677850491e-17
5127.26025390625,6.472629688914229e-17
5128.51025390625,6.50497131868688e-17
5129.76025390625,6.498356581152939e-17
